id,word_representation,outwear,top,trousers,women dresses,women skirts
4513,w195317 w127737 w140360 w293648 w138132 w111939 w111248 w317619 w18330 w59869 w173688 w347760 w193067 w217871 w141432 w186076 w194870 w331946 w60036 w500636 w241910,1,0,1,0,0
4514,w194870 w61795 w111248 w300261 w184773 w318673 w234583 w113935 w390708 w178244 w250138 w78540 w82660 w50316 w33992 w127234,0,0,1,1,0
4515,w34893 w5797 w374393 w286461 w10836 w91800 w314686 w311583 w7718 w500260 w218049 w294820 w33992 w395855 w218713 w243012 w194870,0,1,1,0,0
4516,w195317 w205904 w321998 w194870 w500052 w158353 w286461 w276703 w384027 w118355 w322224 w70969 w217871 w298189 w198528 w172823 w33992,0,1,1,0,0
4517,w230409 w33852 w109269 w369689 w377961 w217871 w286596 w62255 w362953 w104709 w384021 w111939 w270233 w223897 w19283 w260920 w34893 w81461 w375163 w71220 w217871 w327774 w90685 w34893 w382355 w374393 w500069 w366139 w241910,1,0,1,0,0
4518,w204762 w150363 w132434 w236919 w33992 w311583 w286596 w12685 w217871 w225739 w34893 w382355 w374393 w265585,1,0,1,0,0
4519,w34893 w181937 w22890 w101837 w334392 w376233 w221983 w389481 w93366 w34893 w388541 w207614 w51947 w119705 w159413 w59496 w173688 w85858 w380494 w221983 w311583 w93170 w249178,0,0,0,0,1
4520,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w20297 w87218 w82341 w374393 w34893 w89538 w121255 w193800 w44401 w335875 w120979 w48576 w386149 w204762 w101681 w41301 w338476 w331534 w206393 w15393,1,1,0,0,0
4521,w239044 w302766 w311583 w129473 w500050 w338587 w500004 w247037 w178244 w221983 w217871 w386149 w256214 w384021 w1867 w120979 w153164 w79880,0,1,0,0,1
4522,w349239 w173688 w85858 w380494 w221983 w311583 w93170 w249178 w356796 w326106 w175250 w217578 w186076 w337250 w349078 w197145 w44496 w147936 w22890 w256214 w75397 w111248,1,0,0,0,1
4523,w371004 w27013 w30571 w144920 w172251 w43462 w256214 w384021 w71240 w121255 w193800 w222757 w217871 w114650 w500013 w159545 w15393,1,0,0,0,0
4524,w267864 w74767 w121255 w193800 w71240 w203093 w162025 w34893 w391937 w371076 w186076 w84933 w35857 w303336 w261297 w276703 w241910,1,0,1,0,0
4525,w5867 w127834 w234517 w263923 w241910 w256905 w292000 w217871 w148650 w220790 w233042 w207614 w20894 w247655 w500010 w10799 w379920 w218049 w276473 w256214 w384021 w1867 w120979,0,1,1,0,0
4526,w356690 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w118355 w379920 w368487 w276473 w322224 w15393 w186076 w195317 w356690 w186076 w398645 w286461 w286596 w213641 w180534 w12685,1,0,1,0,0
4527,w29880 w219120 w279437 w194870 w399365 w398740 w282700 w294269 w236190 w173430 w15393 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w382355 w374393 w99560 w91800 w241910,1,0,1,0,0
4528,w241163 w218210 w295366 w21643 w34893 w134152 w181937 w69002 w145451 w321998 w234583 w82660 w33992 w311583 w500061 w322219 w172251 w105773 w194870 w253067 w29380 w198528 w255331 w380494 w241910,0,1,1,0,0
4529,w270233 w187972 w240587 w34504 w186076 w381553 w162965 w66980 w194870 w5260 w93366 w195317 w254429 w286461 w34893 w87179 w39218 w71369 w297024 w234583 w129497 w218049 w294820 w253354 w127234 w205380 w320917 w300610,0,1,0,0,0
4530,w254516 w356796 w191555 w270233 w82341 w245065 w247655 w270233 w186076 w382355 w84933 w336139 w198149 w33992 w206654 w235798 w36882 w186880 w138576 w247466 w15393,1,1,0,0,0
4531,w373517 w383437 w374393 w34893 w289496 w500013 w282225 w188064 w197783 w193800 w36882 w290531 w373517 w197783 w47586 w286596 w19054 w257011 w115724 w36882,0,1,0,0,0
4532,w373517 w347736 w256905 w66217 w186076 w185000 w162965 w197783 w39082 w261297 w15393 w89538 w204762 w13621 w193800 w180377 w36882 w207614 w373517 w331534 w276577 w94172 w121255 w193800 w120979,1,1,0,0,0
4533,w273956 w384021 w369717 w356891 w250138 w254429 w19283 w302297 w207614 w293558 w113361 w24656 w298077 w33992,1,0,0,1,0
4534,w343913 w171137 w380494 w241910 w203093 w162025 w34893 w371640 w391937 w371076 w186076 w35857 w303336 w7718 w350707 w48776 w241910,0,0,1,0,0
4535,w237465 w102200 w186076 w306817 w286461 w34893 w7718 w330955 w39302 w63426 w193067,0,0,1,0,0
4536,w182664 w317736 w33852 w138763 w107897 w36882 w66980 w373517 w500070 w217871 w195317 w95358 w39222 w381413 w186076 w185000 w372126 w19054 w32424 w166204 w69002 w241910,0,1,1,0,0
4537,w172013 w133277 w115724 w218102 w331534 w67411 w36882 w173688 w399554 w378116 w48776 w263923 w256905 w153164 w207614 w225436 w189406 w30992 w374393 w228165,0,1,1,0,0
4538,w83749 w282225 w194870 w115114 w382662 w207912 w235136 w376233 w250138 w282140 w47586 w303170 w14299 w250138,0,0,0,1,0
4539,w318673 w80884 w385278 w121255 w42500 w186076 w327774 w381413 w34893 w229626 w333968 w64312 w500255 w221983 w186076 w39222 w311583 w318673 w10065 w350707 w131758 w194870 w388448 w15393,1,0,0,0,1
4540,w34893 w115724 w368809 w74022 w342007 w111248 w66535 w120979 w250138 w282225 w115114 w29880,1,0,0,1,0
4541,w230409 w33852 w109269 w369689 w377961 w217871 w286596 w62255 w195698 w293013 w218049 w294820 w33992 w270233 w223897 w19283 w260920 w34893 w81461 w105773 w375163 w71220 w217871 w327774 w90685 w34893 w374393 w261297 w68021 w386149 w241910,0,1,1,0,0
4542,w386891 w391558 w500002 w374574 w127737 w34893 w8992 w48776 w280823 w250138 w105773 w194870 w12216 w217871 w34893 w289496 w136665 w34234 w206393 w15393,1,0,0,1,0
4543,w373517 w383437 w374393 w34893 w289496 w136665 w215985 w173688 w399554 w241910 w127234 w290531 w373517 w7718 w330955 w39302 w63426 w193067,0,0,1,0,0
4544,w241780 w332305 w127737 w34893 w223408 w209018 w384021 w282140 w47586 w250138 w311583 w222895 w19617 w186076 w34893 w234248 w15393 w105773 w12216,1,0,0,1,0
4545,w254429 w215751 w155034 w287643 w45765 w128292 w359340 w66980 w111411 w198149 w332345 w239044 w311583 w107401 w272812 w294820 w33992,0,1,1,0,0
4546,w195317 w381413 w186076 w194870 w390515 w286461 w360424 w314686 w217871 w34893 w234583 w93366 w45765 w87179 w347032 w86889 w380494 w315990 w314686,0,0,1,0,0
4547,w29880 w215152 w202485 w26335 w74232 w392167 w311583 w120502 w270233 w177420 w41327 w151648 w155034 w152735 w279541 w334524 w217871 w279522 w43233 w186076 w399290 w279437 w22966 w329599 w380494 w173688 w85858 w208904 w12685,1,0,1,0,0
4548,w195317 w256553 w186457 w194870 w59869 w286461 w34893 w223408 w172358 w500151 w213720 w1867 w120979 w217871 w26335 w165492 w360226 w126631 w70969,0,1,1,0,0
4549,w151648 w34893 w40931 w380494 w500620 w98086 w267098 w111248 w94001 w368487 w12685 w296767 w384530 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,0,0,1,1,0
4550,w309353 w151648 w383444 w161756 w338476 w384336 w242583 w351010 w71240 w98086 w204762 w101681 w387063 w225898 w90875 w241910 w217871 w296767 w384530 w185379 w84933 w155411 w29880 w500001 w311583 w230522 w204540 w61795 w119162,1,0,1,0,0
4551,w334904 w225739 w306808 w173688 w94172 w163007 w369717 w50316 w33992 w217871 w230409 w500012 w155034 w236731 w378209 w158353 w266604 w138576 w380494 w15393,1,1,0,0,0
4552,w500049 w239044 w302766 w129473 w500050 w338587 w293859 w250138 w217871 w89538 w97882 w368487 w12685 w186076 w79880,0,0,1,1,0
4553,w254516 w376233 w120979 w250138 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w282141 w247466 w15393,1,0,0,1,0
4554,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w20297 w87218 w236352 w82341 w374393 w34893 w382662 w91406 w358736 w206393 w15393 w48576 w386149 w31902 w104073 w376233 w221983 w311583 w342532,1,0,0,0,1
4555,w115724 w58911 w336335 w500009 w308610 w111248 w331534 w500656 w500657 w82325 w276703 w115724 w171593 w36882,1,1,0,0,0
4556,w256553 w37419 w218713 w193846 w186076 w194870 w6718 w286461 w111248 w194827 w257095 w384021 w33992 w136665 w115724 w249178 w197783 w47586 w1867 w120979,0,1,0,0,0
4557,w50127 w217871 w163419 w374012 w93366 w120502 w217871 w368918 w19283 w236731 w186076 w194870 w339655 w374393 w34893 w115724 w333024 w21232 w7643 w151648 w500224 w12685,1,0,1,0,0
4558,w119784 w194870 w125704 w31180 w131051 w269012 w90685 w195317 w53573 w253354 w186076 w41128 w373517 w294269 w78494 w238644 w174897 w240625 w34893 w500587 w105773 w194870 w279541 w261801 w253067 w373517 w314861 w399365 w161756 w500130 w171593 w71240,1,1,0,0,0
4559,w386891 w391558 w500002 w127737 w34893 w286083 w8992 w341344 w500093 w105773 w194870 w12216 w217871 w87179 w289496 w140261 w197783 w358736 w162756 w15393,1,0,1,0,0
4560,w105773 w217978 w70856 w239430 w178244 w16587 w76913 w311583 w293859 w217871 w186076 w261297 w70856 w376233 w250138 w311583 w98699 w311583 w115915 w114635,0,1,0,1,0
4561,w282945 w66980 w165326 w289829 w134152 w173688 w399554 w174229 w241910 w256905 w158103 w247655 w270233 w398645 w381413 w194870 w358149 w395130 w165609 w263923 w91800 w314686 w244632 w217871 w240587 w221682 w379800,0,0,1,0,0
4562,w279522 w352852 w77842 w194870 w293558 w53573 w253354 w281031 w225739 w194870 w371196 w182664 w335583 w218713 w286461 w267445 w12685 w7678 w198528 w197783 w362009,0,0,1,0,0
4563,w318673 w350483 w356690 w186076 w151648 w34893 w111248 w236725 w176355 w135431 w112319 w165609 w256214 w384021 w69002 w1867 w120979 w42169 w237465 w356690 w151648 w34893 w312941 w7718 w373075 w131051 w276325 w234517 w294820 w33992,0,1,0,0,0
4564,w383437 w374393 w34893 w87179 w289496 w158353 w138576 w75397 w123298 w290531 w311583 w175602 w29840 w300610 w1867 w120979,1,1,0,0,0
4565,w40795 w181937 w70856 w376233 w221983 w254429 w366000 w217871 w147343 w34893 w289496 w32497 w280384 w225739 w292000 w101837 w204762 w243262 w383108 w236919 w314686,0,0,1,0,1
4566,w237465 w189406 w279437 w194870 w351537 w94359 w22890 w169896 w376233 w150520 w59496 w34893 w352013 w144920 w187552 w276473 w188324 w1867 w120979 w250138,0,0,0,1,0
4567,w195317 w87218 w70995 w286461 w118355 w26335 w74232 w392167 w217871 w392128 w66980 w373517 w10065 w335875 w347032 w120979,1,1,0,0,0
4568,w373517 w347736 w159941 w162965 w34893 w39218 w223408 w208281 w296985 w118125 w93366 w45765 w34893 w111248 w1894 w298189 w321998 w33992,0,1,0,0,0
4569,w125056 w334211 w66980 w254516 w223059 w111411 w34893 w171137 w290610 w221983,0,0,0,0,1
4570,w102200 w381413 w311583 w34893 w500029 w111248 w241910 w105773 w238644 w326377 w232128 w395350 w26791 w34893 w111248 w136665 w205991 w3831 w248538 w188324 w12410 w33992,1,1,1,0,0
4571,w29880 w500010 w219120 w194870 w118125 w7264 w230612 w500093 w155034 w254429 w42500 w97583 w194870 w20297 w311583 w189406 w369089 w371640 w382355 w374393 w197783 w314686 w129605,0,0,1,0,0
4572,w173317 w39222 w207614 w338587 w91800 w314686 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w186076 w222433 w34893 w341569 w500238 w304300 w15393 w34893 w89538 w395130 w165609 w228248 w70969,1,0,1,0,0
4573,w194870 w220342 w127737 w308610 w4448 w173688 w384021 w162756 w90685 w138132 w15393 w217871 w338587 w54702 w273956 w241910 w140423 w186076 w194870 w44158 w101837 w234583 w277040 w333024 w221983,1,0,1,0,1
4574,w195317 w164832 w381413 w374393 w194870 w115114 w309353 w373517 w386149 w70969 w500504 w286596 w276473 w392167,1,0,1,0,0
4575,w112319 w66980 w194870 w167930 w260687 w195815 w500107 w39222 w207614 w194870 w316201 w20297 w87218 w236352 w374393 w34893 w282140 w47586 w116919 w333024 w250138 w34893 w386149 w24900 w342134 w384021 w276473 w217871 w188324 w250138,0,0,0,1,0
4576,w231505 w381553 w193692 w181783 w33992 w4545 w374708 w225739 w254516 w187397 w374393 w384027 w132739 w151135 w500112 w314919 w500113,1,1,0,0,0
4577,w195317 w102200 w381413 w311583 w34893 w369717 w173688 w384021 w111939 w105773 w238644 w395350 w17904 w26791 w34893 w286596 w276473 w69002 w203431 w70969 w246995 w69002 w1867 w120979,1,1,1,0,0
4578,w83749 w194870 w115114 w66980 w204762 w314861 w194870 w398740 w15393 w392147 w294820 w33992,1,1,0,0,0
4579,w500063 w63426 w71240 w264542 w240587 w194870 w294269 w69057 w374393 w106327 w270233 w261113 w374393 w247655 w204698 w34893 w253845 w20297 w7489 w103497 w163007,1,0,0,0,0
4580,w127737 w375163 w331806 w104397 w221983 w385834 w22890 w197783 w193800 w120979 w115114 w29880 w130532,0,1,0,0,1
4581,w127737 w34893 w270788 w162756 w276577 w94172 w197783 w193800 w120979 w217871 w204762 w150363 w75397 w250138 w186076 w192814 w376672 w85858 w386149 w380494 w241910,1,1,1,0,0
4582,w305249 w303894 w227000 w120979 w389481 w93366 w34893 w388541 w86449 w51947 w119705 w159413 w59496 w255783 w333024 w376233 w221983,0,1,0,0,1
4583,w194870 w61795 w111248 w300261 w184773 w221585 w234583 w113935 w500212 w286596 w380494 w15393 w127064 w203588 w12685 w380494 w376233 w221983,1,0,0,0,1
4584,w194870 w83749 w256553 w218713 w286461 w319927 w280823 w221983 w173688 w373385 w85858 w2372 w197783,0,0,1,0,1
4585,w318673 w80884 w385278 w34893 w121255 w42500 w186076 w327774 w34893 w181642 w162756 w71240 w186076 w39222 w311583 w318673 w87179 w393660 w123298 w311583 w101837 w222895,1,0,0,0,0
4586,w135270 w362953 w104709 w384021 w111939 w76913 w311583 w217871 w186076 w368487 w29840 w300610 w345757 w1867 w120979 w311583 w115915 w225739,1,1,0,0,0
4587,w173317 w39222 w207614 w553 w209663 w262522 w236919 w314686 w66980 w392147 w373260 w322219 w245476 w52265 w217871 w30555 w296675 w207614 w34893 w113598 w338587 w267311 w186076 w222433 w34893 w163007 w121255 w193800 w75397 w311583 w89538 w199772 w192468 w195698 w115724 w193067,1,0,1,0,0
4588,w349239 w369717 w216543 w47586 w60883 w250138 w326106 w34893 w175250 w217578 w186076 w337250 w349078 w397986 w36882,0,1,0,1,0
4589,w115549 w213509 w500021 w311583 w68193 w206393 w15393 w217871 w343753 w34893 w382355 w374393 w265585,1,0,0,0,0
4590,w151648 w34893 w261297 w337551 w280823 w221983 w194870 w197783 w193800 w71392 w159776 w285098 w120979 w217871 w296767 w185379 w84933 w155411 w29880 w500001 w148650 w311583 w230522 w204540 w61795 w119162,0,1,0,0,1
4591,w195317 w164832 w374393 w194870 w115114 w286461 w309353 w373517 w101681 w359330 w342007 w320917 w118125 w120979,1,1,0,0,0
4592,w398645 w225739 w301260 w32366 w256214 w384021 w75397 w500089 w2372 w15393 w183601 w311583 w61358 w322219 w139689 w24134 w368487 w335875 w319927 w218102 w314686,1,0,1,0,0
4593,w298189 w96414 w239430 w333024 w500039 w250138 w256905 w207614 w20434 w35857 w217871 w279437 w20894 w361433 w193800 w185078 w33992 w311583 w164528 w234583,0,1,0,1,0
4594,w247655 w292000 w254429 w342153 w194870 w141327 w161948 w66980 w34893 w29380 w384021 w34234 w111939 w335875 w322396 w217871 w254429 w39294 w225739 w172013,1,1,0,0,0
4595,w373517 w347736 w159941 w162965 w34893 w39218 w223408 w4068 w263923 w332345 w93366 w93366 w34893 w111248 w173688 w399554 w368918 w333024 w314686,0,0,1,0,0
4596,w207614 w382355 w280631 w198528 w1867 w120979 w155034 w34893 w376672 w399554 w241910 w207614 w34893 w386149 w20297 w390542 w126631 w119716 w314686,0,1,1,0,0
4597,w220579 w270233 w177420 w244717 w382355 w34893 w280631 w198528 w187010 w1867 w120979 w34893 w380494 w323753 w198528 w376233 w250138 w207614 w34893 w257959 w235151 w20297,0,1,0,1,0
4598,w195317 w356690 w186076 w185000 w194870 w300670 w156065 w392828 w500674 w263923 w70969 w253354 w500004 w320917 w376672 w85858 w70969,0,0,1,0,0
4599,w220342 w127737 w308610 w97915 w236725 w66980 w384336 w250138 w217871 w345243 w261386 w259930 w186076 w44158 w240313 w286596 w276473 w115004 w322224 w392167,1,0,1,1,0
4600,w231505 w115724 w500095 w34893 w374708 w225739 w254516 w187397 w374393 w384027 w132739 w311823 w500073 w241910,0,0,1,0,0
4601,w121255 w305202 w500120 w198528 w294820 w33992 w125056 w28453 w318673 w253354 w311583 w371438 w203431 w553 w336335,1,1,0,0,0
4602,w195317 w157577 w194870 w20160 w374393 w194870 w247655 w195317 w146990 w90685 w286461 w189406 w396039 w289496 w338476 w176355 w29380 w193800 w1867 w322396 w355829 w253354 w311583 w34893 w10065 w100060 w40931 w380494 w197783,0,1,1,0,0
4603,w239430 w186633 w221983 w254429 w366000 w217871 w147343 w34893 w289496 w32497 w358149 w280384 w292000 w101837 w189113 w500044 w161756 w187190 w101036 w62532 w165609 w165609 w171593 w135270 w36882 w500623 w500624,0,1,0,0,1
4604,w29880 w84933 w202485 w288320 w138576 w15393 w270233 w177420 w41327 w151648 w155034 w279541 w48576 w334524 w217871 w279522 w43233 w186076 w399290 w279437 w22966 w329599 w186648 w222856 w323852,1,1,0,0,0
4605,w373517 w159941 w162965 w34893 w39218 w223408 w380347 w115724 w302338 w155657 w116057 w93366 w93366 w34893 w111248 w365885 w276577 w378798 w123298,1,0,0,0,0
4606,w318673 w80884 w34893 w121255 w42500 w186076 w327774 w381413 w34893 w247037 w12410 w221983 w39222 w311583 w318673 w87179 w10065 w181937 w22890 w376233 w221983,0,0,0,0,1
4607,w155918 w270091 w84391 w105773 w500031 w66980 w84933 w500032 w127737 w194870 w500033 w500004 w133157 w292536 w321998 w376233 w250138 w230409 w282136 w105773 w194130 w309486 w63426 w225739 w261532 w314686,0,0,1,1,0
4608,w372212 w186076 w282945 w391575 w380881 w66980 w204762 w150363 w132434 w500103 w99857 w171593 w85359,0,0,1,0,0
4609,w195317 w286461 w39218 w8992 w16414 w319927 w15393 w66980 w194870 w13069 w42169 w251935 w185379 w111248 w355126 w171137 w115724 w236919 w314686,1,0,1,0,0
4610,w500042 w358562 w81698 w194870 w221366 w66980 w34893 w388448 w218102 w255783 w500060 w96047 w144920 w187552 w221983 w311583 w390708,1,0,0,0,1
4611,w127064 w203588 w500022 w258160 w395130 w16587 w12685 w48576 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w207614 w386149 w20894 w359330 w51013 w1867 w120979,0,1,1,0,0
4612,w256553 w182887 w380347 w500109 w1867 w120979 w186076 w240587 w334524 w217871 w270851 w286596 w272605 w12685 w186076 w148781,0,1,1,0,0
4613,w135270 w217871 w198315 w380347 w288320 w319927 w36882 w239332 w56311 w34893 w81629 w345945 w155657 w388148 w27432 w241910,0,1,1,0,0
4614,w159086 w57825 w332345 w203093 w162025 w34893 w371640 w391937 w186076 w84933 w35857 w303336 w62861 w500121 w61795 w26791 w22890 w75397,1,0,1,0,0
4615,w186494 w270233 w223897 w330842 w185379 w145451 w186648 w356891 w250138 w34893 w286596 w289496 w230612 w256086 w70969 w207614 w82341 w111498 w279389,0,0,1,1,0
4616,w194870 w256905 w66217 w207614 w34893 w56481 w37419 w218713 w286461 w34893 w111248 w115724 w36882 w253354 w311583 w104709 w384021 w376233 w305410 w198528 w50316 w250138 w186076 w42634 w194870 w292769,0,1,0,1,0
4617,w111248 w173688 w85858 w241910 w311583 w390708 w311583 w204762 w150363 w25638 w1867 w120979 w48576 w82325 w138132 w75397 w36882,1,1,1,0,0
4618,w195317 w164832 w381413 w374393 w194870 w115114 w286461 w309353 w8992 w69002 w217871 w349500 w1867 w120979 w313954 w81482 w131688 w135270 w36882,0,1,0,0,0
4619,w334904 w194870 w368487 w380494 w241910 w359330 w282514 w172717 w284707 w241910 w217871 w230409 w500012 w186457 w155034 w378209 w219413 w1867 w120979,0,1,1,0,0
4620,w254516 w148524 w366139 w342007 w50563 w311583 w380347 w22590 w217871 w34893 w322775 w62255 w210803 w145577 w162756 w342007 w204762 w150363,1,0,0,0,0
4621,w195317 w37419 w218713 w193846 w186076 w194870 w6718 w286461 w204762 w150363 w381605 w264611 w209018 w177163 w342007 w151810 w1867 w120979,1,1,0,0,0
4622,w195317 w256553 w37419 w218713 w193846 w186076 w194870 w6718 w399365 w500013 w296780 w27377 w115724 w36882 w156780 w104709 w384021 w33992,0,1,0,0,0
4623,w286461 w213323 w113935 w208907 w198528 w380494 w241910 w20297 w317736 w146845 w207614 w270233 w40082 w34893 w111248 w27013 w368487 w276473 w70969 w186076 w399290 w194870 w52572 w253354 w42402 w249178 w91800 w314686,0,0,1,0,0
4624,w500042 w358562 w194870 w221366 w26509 w66980 w34893 w236919 w3366 w162756 w342007 w69002 w177163 w70969,1,0,1,0,0
4625,w105773 w209018 w384021 w174229 w239430 w333024 w250138 w76913 w311583 w293859 w186076 w368487 w173688 w347760 w256086 w368487 w332548 w311583 w115915 w114635,0,0,1,1,0
4626,w29880 w215152 w84933 w303704 w286596 w295346 w12685 w270233 w177420 w41327 w151648 w155034 w152735 w48576 w334524 w217871 w279522 w43233 w186076 w399290 w279437 w22966 w329599 w314686 w48776 w272605,0,0,1,0,0
4627,w93366 w194870 w393987 w39222 w174897 w271715 w286461 w82341 w89538 w27013 w126631 w119716 w314686 w275199 w374393 w267098 w276473 w115004 w322224 w392167 w322219 w195317 w357832 w186076 w194870 w189105,1,0,1,0,0
4628,w195317 w102200 w381413 w186076 w194870 w286461 w111246 w6691 w133070 w241910 w217871 w34893 w234583 w93366 w45765 w87179 w347032 w338587 w106085 w361596 w118125 w120979,0,1,1,0,0
4629,w241163 w218210 w295366 w21643 w337134 w134152 w181937 w277040 w365489 w399554 w142655 w39082 w250138 w500061 w322219 w144920 w172251 w105773 w194870 w253067 w500013 w115724 w63426 w197783 w193800 w36882,0,1,0,1,0
4630,w256897 w382662 w206066 w43656 w384021 w111939 w20297 w317736 w146845 w207614 w270233 w77840 w34893 w338587 w361596 w118125 w120979 w186076 w399290 w52572 w20297 w253354 w336139 w27377 w395589 w68396 w118603 w256214,1,1,0,0,0
4631,w356690 w186076 w309049 w373517 w6691 w275199 w374393 w286461 w359330 w115724 w336335 w342007 w5713 w195317 w356690 w186076 w398645 w286461 w175602 w181642 w123557 w342007,1,0,0,0,0
4632,w386891 w374574 w127737 w34893 w286083 w8992 w48776 w197783 w193800 w120979 w105773 w194870 w12216 w217871 w87179 w289496 w388185 w173643 w232774 w86601 w15393,1,1,0,0,0
4633,w334904 w225739 w194870 w500229 w342007 w267864 w273510 w500056 w217871 w230409 w500012 w186457 w155034 w378209 w39302 w282206 w247699 w63426 w109047,1,0,1,0,0
4634,w187972 w240587 w34504 w186076 w289586 w381553 w162965 w66980 w194870 w5260 w93366 w195317 w254429 w286461 w34893 w87179 w39218 w261297 w150404 w241910 w253354 w311583 w500769 w256214 w384021 w71240,1,0,1,0,0
4635,w194870 w39947 w164832 w203992 w105773 w194870 w286461 w342532 w191644 w100269 w250138 w41288 w24349 w225970 w71958 w500005 w221983,0,0,0,1,1
4636,w318673 w63426 w221983 w125056 w28453 w225739 w318673 w253354 w158353 w320917 w256214 w384021 w75397,1,0,0,0,1
4637,w286596 w120979 w48576 w292000 w305137 w182664 w384857 w47586 w235668 w240587 w305925 w207614 w20894 w7718 w373075 w131051 w500217 w241910,0,1,1,0,0
4638,w500010 w219120 w279437 w194870 w388086 w268930 w209018 w384021 w323852 w155034 w254429 w42500 w186076 w97583 w194870 w20297 w311583 w189406 w369089 w382355 w374393 w144920 w187552 w376672 w85858 w173215 w241910 w71392,0,1,1,0,0
4639,w195317 w157577 w194870 w20160 w374393 w194870 w247655 w195317 w146990 w90685 w286461 w189406 w396039 w289496 w204762 w150363 w360297 w342007 w355829 w311583 w34893 w10065 w204762 w150363 w159776 w115724 w236919 w33992,1,0,0,0,0
4640,w194000 w382355 w194870 w136738 w214801 w222856 w185790 w36882 w155034 w311583 w34893 w203493 w366139 w241910 w207614 w34893 w751 w386149 w127064 w203588 w81482 w331534 w163007,1,1,1,0,0
4641,w237465 w189406 w279437 w194870 w351537 w204762 w150363 w381605 w264611 w209018 w1867 w120979 w150520 w59496 w34893 w189307 w352013 w144920 w399365 w500013 w135431 w111498 w385444 w115724 w36882,0,1,0,0,0
4642,w256553 w87218 w70995 w286461 w310549 w230612 w4564 w109047 w217871 w392128 w373517 w202485 w10065 w7718 w49235 w338476 w80220 w193067,0,0,1,0,0
4643,w210717 w227401 w66980 w213553 w100269 w333024 w290610 w250138 w305137 w8052 w39218 w217871 w320081 w500040 w235504 w252054,1,0,0,1,0
4644,w237465 w125056 w67524 w217871 w230090 w286461 w34893 w89538 w111248 w376233 w70856 w250138 w311583 w301542 w19054 w310549 w22890 w8954 w250138 w500501,0,0,0,1,0
4645,w286461 w54702 w263923 w241910 w20297 w317736 w146845 w270233 w40082 w77840 w34893 w500174 w116919 w500273 w111248 w186076 w399290 w194870 w52572 w253354 w108122 w197783 w143460,0,0,1,0,0
4646,w254516 w93366 w81372 w223408 w368487 w12685 w48576 w309353 w399113 w286596 w276473 w272605 w91800 w314686 w256897 w500012 w168417 w366647,0,0,1,0,0
4647,w220579 w177420 w244717 w391470 w382355 w34893 w186648 w34234 w33992 w311583 w380494 w258068 w376233 w193067 w207614 w34893 w257959 w235151 w152575,0,1,1,0,0
4648,w158995 w241780 w332305 w34893 w223408 w40081 w304300 w206393 w15393 w19617 w186076 w34893 w102045 w395130 w165609 w198149 w15393 w105773 w194870,1,0,0,0,0
4649,w220579 w177420 w244717 w391470 w382355 w34893 w130949 w33992 w311583 w34893 w8992 w16414 w319927 w15393 w207614 w34893 w257959 w235151 w152575,1,1,0,0,0
4650,w220579 w270233 w177420 w244717 w382355 w34893 w111248 w342532 w198528 w280823 w250138 w311583 w380494 w7718 w373075 w131051 w386984 w294820 w33992 w207614 w257959 w235151 w152575 w20297,0,1,0,1,0
4651,w157577 w194870 w20160 w374393 w194870 w178656 w247655 w195317 w146990 w90685 w286461 w189406 w396039 w289496 w69002 w241910 w355829 w253354 w311583 w10065 w336139 w198149 w33992 w245760 w300365 w198315 w109047 w500154,0,0,1,0,0
4652,w237465 w125056 w67524 w217871 w230090 w286461 w34893 w89538 w173688 w85858 w221983 w311583 w320081 w390708 w311583 w197783 w193800 w111248 w217871 w89538 w21691 w22890 w120979,0,1,0,0,1
4653,w237465 w256553 w95569 w174897 w103096 w237465 w256553 w34504 w186076 w151648 w194870 w290970 w111248 w39218 w380493 w164451 w101646 w221983 w217871 w300670 w156065 w39218 w317814 w22890 w1867 w120979,0,1,0,0,1
4654,w194870 w39947 w164832 w203992 w105773 w152498 w286461 w121255 w193800 w71240 w68021 w255331 w12685,1,0,1,0,0
4655,w254516 w93366 w84309 w267845 w91800 w314686 w48576 w309353 w399113 w69002 w331536 w191587 w241910 w26791 w500012 w168417 w366647,0,0,1,0,0
4656,w279522 w352852 w277627 w77842 w293558 w53573 w253354 w281031 w225739 w194870 w371196 w182664 w335583 w218713 w286461 w204762 w101681 w500316 w305202 w296780 w33841 w36882 w91800 w314686,0,1,1,0,0
4657,w256553 w286461 w39218 w203538 w286596 w276473 w12685 w66980 w194870 w13069 w251935 w185379 w34893 w111248 w309016 w150404 w241910,0,0,1,0,0
4658,w241780 w332305 w127737 w34893 w223408 w106847 w280823 w221983 w19617 w186076 w111248 w7643 w366139 w342007 w194870 w12216,1,0,0,0,1
